customerkey,geographykey,fullname,gender,yearlyincome,datefirstpurchase,city,state,region,postalcode
11334,269,NicoleBrown,F,10000,04-03-2020,Stoke-on-Trent,England,United Kingdom,AS23
11335,120,CarlaRaman,F,10000,23-10-2020,Hof,Bayern,Germany,95010
11336,204,ShaunRaji,M,20000,27-09-2021,Paris,Seine (Paris),France,75019
11337,273,JeromeRomero,M,10000,09-03-2020,Watford,England,United Kingdom,WA3
11338,154,FrankNavarro,M,20000,11-10-2020,Bonn,Nordrhein-Westfalen,Germany,53131
11339,202,DennisShe,M,20000,07-10-2021,Paris,Seine (Paris),France,75016
11340,192,MelodyMunoz,F,10000,27-10-2021,Paris,Seine (Paris),France,75002
11341,236,RandyZeng,M,20000,11-04-2020,Cheltenham,England,United Kingdom,GL50
11342,191,MarshallWang,M,30000,12-07-2022,Boulogne-sur-Mer,Pas de Calais,France,62200
11343,264,ArthurCarlson,M,10000,04-04-2020,Oxon,England,United Kingdom,OX16 8RS
11344,262,JessieJimenez,F,10000,13-05-2020,Oxford,England,United Kingdom,OX1
11345,224,RobinRamos,F,10000,22-10-2021,Tremblay-en-France,Seine Saint Denis,France,93290
11346,196,DeannaGutierrez,F,10000,01-10-2021,Paris,Seine (Paris),France,75007
11347,156,RoyNavarro,M,10000,16-03-2022,Braunschweig,Nordrhein-Westfalen,Germany,38001
11348,151,ShawnRai,M,10000,31-03-2022,Paderborn,Hamburg,Germany,33041
11349,134,MindyLuo,F,10000,13-01-2023,München,Hessen,Germany,80074
11350,265,CaraZhou,F,30000,05-02-2022,Peterborough,England,United Kingdom,PB12
11351,253,AnneRamos,F,20000,12-06-2020,London,England,United Kingdom,W10 6BL
11352,222,RaymondRodriguez,M,10000,01-05-2022,Pantin,Seine Saint Denis,France,93500
11353,271,CarrieOrtega,F,30000,12-06-2020,Warrington,England,United Kingdom,WA1
11354,119,DeannaSuarez,F,20000,03-12-2022,Grevenbroich,Bayern,Germany,41485
11355,275,RobertoGutierrez,M,40000,26-09-2022,Wokingham,England,United Kingdom,RG41 1QW
11356,6,TerrenceCarson,M,10000,10-05-2020,Lavender Bay,New South Wales,Australia,2060
11357,21,RamonYe,M,10000,18-06-2020,Caloundra,Queensland,Australia,4551
11358,2,CynthiaMalhotra,F,10000,28-06-2020,Coffs Harbour,New South Wales,Australia,2450
11359,7,JarrodPrasad,M,10000,13-06-2020,Malabar,New South Wales,Australia,2036
11360,26,TyroneSerrano,M,10000,27-06-2020,Rockhampton,Queensland,Australia,4700
11361,10,CindyRamos,F,10000,01-10-2022,Newcastle,New South Wales,Australia,2300
11362,33,DamienShan,M,10000,29-03-2022,Cranbourne,Victoria,Australia,3977
11363,35,JulianRoss,M,10000,08-06-2020,Melbourne,Victoria,Australia,3000
11364,34,JenniferCollins,F,10000,07-06-2020,Geelong,Victoria,Australia,3220
11365,29,BrittneySun,F,10000,31-05-2020,Findon,South Australia,Australia,5023
11366,37,VirginiaPatel,F,20000,24-06-2022,Seaford,Victoria,Australia,3198
11367,12,CalvinNara,M,20000,07-07-2022,North Sydney,New South Wales,Australia,2055
11368,26,EdwardMiller,M,10000,24-06-2020,Rockhampton,Queensland,Australia,4700
11369,29,AshleeTang,F,20000,05-07-2022,Findon,South Australia,Australia,5023
11370,38,AliciaXu,F,20000,13-07-2022,South Melbourne,Victoria,Australia,3205
11371,26,LaceyJai,F,20000,07-11-2022,Rockhampton,Queensland,Australia,4700
11372,20,WendyRomero,F,20000,07-06-2020,Brisbane,Queensland,Australia,4000
11373,135,CarlyLuo,F,30000,27-08-2022,Salzgitter,Hessen,Germany,38231
11374,162,JimmyOrtega,M,30000,15-04-2022,Werne,Nordrhein-Westfalen,Germany,59368
11375,240,FranciscoMartinez,M,30000,17-10-2022,High Wycombe,England,United Kingdom,HP10 9QY
11376,268,LanceVazquez,M,40000,15-10-2022,Liverpool,England,United Kingdom,L4 4HB
11377,161,DavidRobinett,M,30000,28-02-2022,Solingen,Nordrhein-Westfalen,Germany,42651
11378,184,ShannonLiang,F,10000,17-10-2021,Metz,Moselle,France,57000
11379,214,GaryVazquez,M,10000,02-10-2021,Boulogne-Billancourt,Hauts de Seine,France,92100
11380,175,MitchellKumar,M,20000,11-10-2020,Saarlouis,Saarland,Germany,66740
11381,249,MeredithRaman,F,20000,12-06-2020,London,England,United Kingdom,SW1P 2NU
11382,189,EdwardPatterson,M,20000,03-11-2021,Roubaix,Nord,France,59100
11383,206,MarieGill,F,30000,01-01-2023,Roissy en Brie,Seine et Marne,France,77680
11384,211,TiffanyWang,F,30000,02-08-2022,Les Ulis,Essonne,France,91940
11385,279,MiguelAllen,M,30000,06-07-2022,York,England,United Kingdom,YO15
11386,127,JaclynCai,F,30000,02-11-2022,Darmstadt,Hessen,Germany,64283
11387,238,MeganRamirez,F,40000,26-07-2020,Gateshead,England,United Kingdom,GA10
11388,279,JosephMartin,M,40000,03-07-2020,York,England,United Kingdom,YO15
11389,130,KarlShan,M,10000,17-11-2022,Duesseldorf,Hessen,Germany,40605
11390,208,ChristineRaji,F,10000,07-11-2022,Saint Germain en Laye,Yveline,France,78100
11391,135,LindsayXie,F,10000,26-10-2022,Salzgitter,Hessen,Germany,38231
11392,131,WillieZhao,M,10000,29-03-2022,Frankfurt,Hessen,Germany,60323
11393,182,KurtPal,M,10000,16-07-2022,Saint Ouen,Loir et Cher,France,41100
11394,259,GeorgeMcDonald,M,10000,04-07-2020,Milton Keynes,England,United Kingdom,MK8 8DF
11395,118,BethGutierrez,F,30000,14-11-2020,Frankfurt,Bayern,Germany,91480
11396,175,IanLopez,M,10000,26-10-2022,Saarlouis,Saarland,Germany,66740
11397,197,LatoyaShan,F,20000,07-07-2022,Paris,Seine (Paris),France,75008
11398,261,ColinNath,M,30000,03-07-2020,Newcastle upon Tyne,England,United Kingdom,NT20
11399,202,BrendaMehta,F,30000,13-04-2022,Paris,Seine (Paris),France,75016
11400,251,FranklinRaji,M,40000,15-07-2020,London,England,United Kingdom,SW8 1XD
11401,204,LindaNavarro,F,40000,28-10-2021,Paris,Seine (Paris),France,75019
11402,183,KelliCai,F,40000,07-11-2021,Orleans,Loiret,France,45000
11403,179,NancySchmidt,F,40000,28-10-2021,Saint Ouen,Charente-Maritime,France,17490
11404,133,MeganTaylor,F,10000,10-02-2022,Kassel,Hessen,Germany,34117
11405,143,BonnieGoel,F,10000,31-03-2022,Bonn,Hamburg,Germany,53131
11406,199,LatoyaXu,F,20000,04-11-2021,Paris,Seine (Paris),France,75010
11407,170,MarioShe,M,20000,23-06-2022,Münster,Saarland,Germany,48001
11408,257,DarrenGill,M,10000,05-03-2022,London,England,United Kingdom,W1Y 3RA
11409,208,JacquelineHayes,F,10000,17-11-2021,Saint Germain en Laye,Yveline,France,78100
11410,201,MauriceGoel,M,20000,13-11-2021,Paris,Seine (Paris),France,75013
11411,121,DevinRoss,M,80000,04-08-2022,Ingolstadt,Bayern,Germany,85049
11412,121,SydneyBryant,F,80000,05-11-2020,Ingolstadt,Bayern,Germany,85049
11413,238,MeganStewart,F,80000,10-08-2020,Gateshead,England,United Kingdom,GA10
11414,241,IanRichardson,M,80000,13-08-2020,Kirkby,England,United Kingdom,KB9
11415,127,RandyShe,M,90000,16-08-2022,Darmstadt,Hessen,Germany,64283
11416,185,KatrinaBecker,F,60000,07-11-2021,Croix,Nord,France,59170
11417,222,LaceyZheng,F,70000,04-11-2021,Pantin,Seine Saint Denis,France,93500
11418,160,RafaelHu,M,90000,17-12-2022,Paderborn,Nordrhein-Westfalen,Germany,33098
11419,273,KyleScott,M,150000,12-03-2022,Watford,England,United Kingdom,WA3
11420,189,JordanTurner,M,100000,01-11-2021,Roubaix,Nord,France,59100
11421,172,AmySun,F,110000,03-11-2020,Offenbach,Saarland,Germany,63009
11422,268,DustinDeng,M,170000,22-08-2020,Liverpool,England,United Kingdom,L4 4HB
11423,147,JasmineStewart,F,80000,10-12-2020,Hamburg,Hamburg,Germany,20354
11424,164,PamelaGarcia,F,80000,21-04-2022,Berlin,Saarland,Germany,12311
11425,184,ArianaGray,F,90000,22-11-2021,Metz,Moselle,France,57000
11426,156,KristopherMehta,M,110000,09-04-2022,Braunschweig,Nordrhein-Westfalen,Germany,38001
11427,168,DesireeDominguez,F,110000,20-12-2020,Kiel,Saarland,Germany,24044
11428,173,DeannaPerez,F,120000,05-12-2020,Poing,Saarland,Germany,66041
11429,218,MarcoLopez,M,80000,14-12-2021,Sèvres,Hauts de Seine,France,92310
11430,155,CaseyYuan,F,90000,19-03-2022,Bottrop,Nordrhein-Westfalen,Germany,46236
11431,120,BryantGarcia,M,110000,21-12-2020,Hof,Bayern,Germany,95010
11432,206,DominiquePrasad,F,80000,10-12-2021,Roissy en Brie,Seine et Marne,France,77680
11433,224,MauriceShan,M,80000,02-12-2021,Tremblay-en-France,Seine Saint Denis,France,93290
11434,274,AndreLopez,M,170000,15-06-2022,West Sussex,England,United Kingdom,RH15 9UD
11435,168,RobinRomero,F,100000,04-01-2023,Kiel,Saarland,Germany,24044
11436,273,TaylorCox,F,160000,22-05-2022,Watford,England,United Kingdom,WA3
11437,190,AlfredoMoreno,M,90000,19-12-2022,Villeneuve-d'Ascq,Nord,France,59491
11438,162,JennyNara,F,130000,05-02-2022,Werne,Nordrhein-Westfalen,Germany,59368
11439,217,JanetMunoz,F,90000,29-11-2021,Paris La Defense,Hauts de Seine,France,92081
11440,187,SergioWeber,M,80000,27-03-2022,Lille,Nord,France,59000
11441,192,ErikaGomez,F,90000,08-01-2023,Paris,Seine (Paris),France,75002
11442,224,JosephHarris,M,90000,29-09-2022,Tremblay-en-France,Seine Saint Denis,France,93290
11443,31,GraceGriffin,F,60000,07-06-2020,Hobart,Tasmania,Australia,7001
11444,32,TinaMehta,F,70000,01-06-2020,Bendigo,Victoria,Australia,3550
11445,15,KariKim,F,70000,06-06-2020,Silverwater,New South Wales,Australia,2264
11446,5,BethanyChander,F,70000,18-06-2020,Lane Cove,New South Wales,Australia,1597
11447,25,JenniferRoberts,F,70000,28-06-2020,Hervey Bay,Queensland,Australia,4655
11448,35,KylePatterson,M,80000,16-06-2020,Melbourne,Victoria,Australia,3000
11449,37,AlvinHu,M,80000,19-06-2020,Seaford,Victoria,Australia,3198
11450,28,BrettMehta,M,130000,29-06-2020,Cloverdale,South Australia,Australia,6105
11451,10,RubenMuñoz,M,70000,29-07-2020,Newcastle,New South Wales,Australia,2300
11452,21,ErikaRubio,F,80000,11-07-2020,Caloundra,Queensland,Australia,4551
11453,31,StanleyMalhotra,M,80000,15-07-2020,Hobart,Tasmania,Australia,7001
11454,35,MelindaNavarro,F,80000,31-07-2020,Melbourne,Victoria,Australia,3000
11455,36,RossSanz,M,100000,01-07-2020,Melton,Victoria,Australia,3337
11456,17,JonGao,M,120000,17-07-2020,St. Leonards,New South Wales,Australia,2065
11457,19,JaimeGutierrez,F,90000,17-07-2020,Wollongong,New South Wales,Australia,2500
11458,16,BiancaLiu,F,100000,30-03-2022,Springwood,New South Wales,Australia,2777
11459,13,TashaDeng,F,80000,27-07-2020,Port Macquarie,New South Wales,Australia,2444
11460,33,MelvinChande,M,90000,21-07-2020,Cranbourne,Victoria,Australia,3977
11461,6,VictorJimenez,M,90000,31-07-2020,Lavender Bay,New South Wales,Australia,2060
11462,8,LauraLin,F,110000,16-07-2020,Matraville,New South Wales,Australia,2036
11463,28,AlishaBeck,F,110000,05-03-2022,Cloverdale,South Australia,Australia,6105
11464,38,AlejandroHuang,M,90000,22-07-2020,South Melbourne,Victoria,Australia,3205
11465,23,LouisLuo,M,90000,14-07-2020,Gold Coast,Queensland,Australia,4217
11466,6,GrantTang,M,150000,22-05-2022,Lavender Bay,New South Wales,Australia,2060
11467,17,ArturoZheng,M,170000,31-07-2022,St. Leonards,New South Wales,Australia,2065
11468,278,JaclynAndersen,F,40000,08-08-2020,York,England,United Kingdom,Y03 4TN
11469,278,EdwinRaji,M,10000,09-08-2022,York,England,United Kingdom,Y03 4TN
11470,177,JaySuarez,M,20000,22-01-2021,Stuttgart,Saarland,Germany,70511
11471,207,LatashaSuarez,F,30000,17-05-2022,Chatou,Yveline,France,78400
11472,24,KennethKumar,M,60000,26-07-2020,Hawthorne,Queensland,Australia,4171
11473,221,GraceHenderson,F,20000,02-06-2022,Drancy,Seine Saint Denis,France,93700
11474,265,MelvinXu,M,20000,26-09-2022,Peterborough,England,United Kingdom,PB12
11475,251,CesarSubram,M,30000,23-04-2022,London,England,United Kingdom,SW8 1XD
11476,241,ErikaNavarro,F,40000,01-11-2022,Kirkby,England,United Kingdom,KB9
11477,127,TristanHughes,M,30000,25-09-2022,Darmstadt,Hessen,Germany,64283
11478,218,BillyHernandez,M,30000,19-04-2022,Sèvres,Hauts de Seine,France,92310
11479,182,DarrylWu,M,40000,05-12-2021,Saint Ouen,Loir et Cher,France,41100
11480,224,ColleenMa,F,40000,25-12-2021,Tremblay-en-France,Seine Saint Denis,France,93290
11481,156,EricaHu,F,40000,27-01-2021,Braunschweig,Nordrhein-Westfalen,Germany,38001
11482,272,AdrienneTorres,F,30000,08-09-2020,Warrington,England,United Kingdom,WA3 7BH
11483,199,CalvinChande,M,40000,22-12-2021,Paris,Seine (Paris),France,75010
11484,171,ErickSai,M,40000,02-01-2021,Neunkirchen,Saarland,Germany,66578
11485,237,DonaldChandra,M,40000,14-09-2020,Esher-Molesey,England,United Kingdom,EM15
11486,117,ArianaRogers,F,10000,24-11-2022,Erlangen,Bayern,Germany,91054
11487,186,MorganJones,F,10000,15-12-2022,Dunkerque,Nord,France,59140
11488,256,JermaineLopez,M,20000,28-10-2020,London,England,United Kingdom,W1X3SE
11489,262,DeborahGoel,F,20000,28-10-2020,Oxford,England,United Kingdom,OX1
11490,217,DannyRubio,M,20000,04-04-2022,Paris La Defense,Hauts de Seine,France,92081
11491,255,AndrePerez,M,20000,07-11-2020,London,England,United Kingdom,W1V 5RN
11492,115,TerrenceChander,M,30000,11-02-2021,Eilenburg,Brandenburg,Germany,4838
11493,255,DawnWu,F,40000,14-11-2020,London,England,United Kingdom,W1V 5RN
11494,267,JimmyGutierrez,M,40000,23-12-2020,Runcorn,England,United Kingdom,TY31
11495,154,FrancisJimenez,M,40000,26-10-2022,Bonn,Nordrhein-Westfalen,Germany,53131
11496,272,GaryOrtega,M,40000,30-11-2020,Warrington,England,United Kingdom,WA3 7BH
11497,261,KatrinaNath,F,40000,04-11-2022,Newcastle upon Tyne,England,United Kingdom,NT20
11498,49,ArturoSun,M,40000,28-02-2022,Cliffside,British Columbia,Canada,V8Y 1L1
11499,311,PedroVance,M,40000,06-04-2022,Concord,California,United States,94519
11500,52,SarahSimmons,F,40000,31-01-2022,Langley,British Columbia,Canada,V3A 4R2
11501,49,BrandyChandra,F,40000,27-03-2022,Cliffside,British Columbia,Canada,V8Y 1L1
11502,63,JaredPeterson,M,40000,30-01-2022,Shawnee,British Columbia,Canada,V8Z 4N5
11503,312,DennisWu,M,50000,26-05-2022,Coronado,California,United States,92118
11504,315,JordanBaker,F,40000,01-05-2022,Downey,California,United States,90241
11505,43,JasminePowell,F,60000,22-02-2022,Burnaby,British Columbia,Canada,V3J 6Z3
11506,60,NicholasBrown,M,60000,08-03-2022,Port Hammond,British Columbia,Canada,V6B 3P7
11507,69,IsabellaRussell,F,60000,17-02-2022,Victoria,British Columbia,Canada,V8V
11508,626,ElizabethWilson,F,60000,02-05-2022,Lynnwood,Washington,United States,98036
11509,347,RogerHarui,F,30000,29-07-2022,Novato,California,United States,94947
11510,54,SethRoberts,M,30000,12-03-2022,N. Vancouver,British Columbia,Canada,V7L 4J4
11511,543,CalebPerry,M,30000,13-03-2022,Lebanon,Oregon,United States,97355
11512,59,NatalieCampbell,F,20000,28-12-2022,Oak Bay,British Columbia,Canada,V8P
11513,62,AlyssaHoward,F,20000,08-06-2022,Royal Oak,British Columbia,Canada,V8X
11514,642,DaltonDiaz,M,30000,24-06-2022,Tacoma,Washington,United States,98403
11515,301,ShannonHuang,F,30000,31-08-2020,Burbank,California,United States,91502
11516,310,MyaGonzales,F,30000,15-09-2020,Colma,California,United States,94014
11517,355,KatherineBryant,F,40000,26-06-2022,Redwood City,California,United States,94063
11518,545,EdwardWashington,M,40000,27-10-2022,Milwaukie,Oregon,United States,97222
11519,49,JeromeNavarro,M,40000,13-03-2022,Cliffside,British Columbia,Canada,V8Y 1L1
11520,60,JadaMorgan,F,40000,22-02-2022,Port Hammond,British Columbia,Canada,V6B 3P7
11521,644,ArianaPeterson,F,40000,05-03-2022,Walla Walla,Washington,United States,99362
11522,546,ChristianHughes,M,80000,03-09-2020,Oregon City,Oregon,United States,97045
11523,54,LucasTaylor,M,40000,15-02-2022,N. Vancouver,British Columbia,Canada,V7L 4J4
11524,374,AlyssaJackson,F,40000,28-08-2022,Torrance,California,United States,90505
11525,543,ArianaCook,F,40000,06-09-2020,Lebanon,Oregon,United States,97355
11526,70,KatherineDiaz,F,40000,03-02-2022,Westminster,British Columbia,Canada,V3L 1E7
11527,361,JennaGreen,F,40000,07-02-2022,San Gabriel,California,United States,91776
11528,325,JoanWashington,F,40000,12-09-2020,Glendale,California,United States,91203
11529,547,AustinBryant,M,40000,24-09-2020,Portland,Oregon,United States,97205
11530,54,AndrewMartinez,M,40000,28-01-2022,N. Vancouver,British Columbia,Canada,V7L 4J4
11531,300,NinaYuan,F,40000,30-08-2020,Beverly Hills,California,United States,90210
11532,634,LaurenMiller,F,40000,05-04-2022,Redmond,Washington,United States,98052
11533,280,EbonyGill,F,40000,14-05-2022,Birmingham,Alabama,United States,35203
11534,337,CameronLewis,M,60000,18-09-2020,Long Beach,California,United States,90802
11535,543,DevinNelson,M,60000,02-09-2020,Lebanon,Oregon,United States,97355
11536,322,LoganChow,M,60000,24-09-2020,Fremont,California,United States,94536
11537,310,DakotaRoss,M,60000,21-09-2020,Colma,California,United States,94014
11538,352,NicoleTaylor,F,60000,16-09-2020,Palo Alto,California,United States,94303
11539,311,JustinWashington,M,60000,23-09-2020,Concord,California,United States,94519
11540,312,AlbertoNavarro,M,60000,13-09-2020,Coronado,California,United States,92118
11541,547,AidanRoss,M,60000,12-09-2020,Portland,Oregon,United States,97205
11542,278,AlejandroTang,M,20000,11-05-2022,York,England,United Kingdom,Y03 4TN
11543,201,SheenaChande,F,20000,21-12-2022,Paris,Seine (Paris),France,75013
11544,127,JoelGarcia,M,30000,28-08-2022,Darmstadt,Hessen,Germany,64283
11545,200,ReginaldDominguez,M,30000,13-07-2022,Paris,Seine (Paris),France,75012
11546,189,ChristineChande,F,30000,02-12-2021,Roubaix,Nord,France,59100
11547,201,CindySai,F,40000,25-12-2021,Paris,Seine (Paris),France,75013
11548,230,RaymondSanchez,M,40000,02-12-2020,Berkshire,England,United Kingdom,RG11 5TP
11549,257,CrystalLiang,F,40000,21-12-2020,London,England,United Kingdom,W1Y 3RA
11550,263,DebTorres,F,40000,20-01-2021,Oxford,England,United Kingdom,OX14 4SE
11551,215,ShannonAlvarez,M,10000,01-03-2022,Colombes,Hauts de Seine,France,92700
11552,135,EddieRubio,M,20000,06-01-2023,Salzgitter,Hessen,Germany,38231
11553,266,SharonLuo,F,20000,22-08-2022,Reading,England,United Kingdom,RG7 5H7
11554,224,SydneySimmons,F,10000,08-05-2022,Tremblay-en-France,Seine Saint Denis,France,93290
